"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (CAD)","@ qty","Minimum Quantity","Series","Number of LABs/CLBs","Number of Logic Elements/Cells","Total RAM Bits","Number of I/O","Number of Gates","Voltage - Supply","Mounting Type","Operating Temperature","Package / Case","Supplier Device Package"
"http://www.latticesemi.com/~/media/LatticeSemi/Documents/DataSheets/LatticeXP2/LatticeXP2FamilyDataSheet.pdf","http://media.digikey.com/Photos/Lattice%20Semi%20Photos/484FPBGA.jpg","220-1785-ND","LFXP2-40E-5FN484C","Lattice Semiconductor Corporation","IC FPGA 363 I/O 484BGA",148,0,"108.96460",100,1,"XP2","5000","40000","906240","363","-","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","484-BBGA","484-FPBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds162.pdf","http://media.digikey.com/Renders/xilinx%20renders/PK223-CS484.jpg","122-1776-ND","XC6SLX75-2CSG484C","Xilinx Inc.","IC FPGA 328 I/O 484CSPBGA",119,0,"148.64000",100,1,"Spartan® 6 LX","5831","74637","3170304","328","-","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","484-FBGA, CSPBGA","484-CSPBGA (19x19)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/122; PK081; FG, FGG; 484.jpg","122-1917-ND","XC7A50T-2FGG484I","Xilinx Inc.","IC FPGA ARTIX7 484BGA",41,0,"152.29000",100,1,"Artix-7","4075","52160","2764800","250","-","0.95 V ~ 1.05 V","Surface Mount","-40°C ~ 100°C","484-BBGA","484-FBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/PK053-256.jpg","122-1882-ND","XC7A100T-1FTG256C","Xilinx Inc.","IC FPGA 170 I/O 256FTBGA",74,0,"163.06000",100,1,"Artix-7","7925","101440","4976640","170","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 85°C","256-LBGA","256-FTBGA (17x17)"
"http://www.xilinx.com/support/documentation/data_sheets/ds557.pdf","http://media.digikey.com/Renders/xilinx%20renders/B-676.jpg","122-1600-ND","XC3S1400AN-5FGG676C","Xilinx Inc.","IC FPGA 502 I/O 676FBGA",251,0,"169.96000",100,1,"Spartan®-3AN","2816","25344","589824","502","1400000","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","676-BGA","676-FBGA (27x27)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/122; PK081; FG, FGG; 484.jpg","122-1920-ND","XC7A75T-1FGG484C","Xilinx Inc.","IC FPGA ARTIX7 484BGA",26,0,"173.72000",100,1,"Artix-7","5900","75520","3870720","285","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 85°C","484-BBGA","484-FBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds162.pdf","http://media.digikey.com/Renders/xilinx%20renders/122; PK081; FG, FGG; 484.jpg","122-1777-ND","XC6SLX75T-2FGG484C","Xilinx Inc.","IC FPGA 268 I/O 484FBGA",77,0,"178.01000",100,1,"Spartan® 6 LXT","5831","74637","3170304","268","-","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","484-BBGA","484-FBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/PK053-256.jpg","122-1923-ND","XC7A75T-2FTG256I","Xilinx Inc.","IC FPGA ARTIX7 256BGA",53,0,"182.92000",100,1,"Artix-7","5900","75520","3870720","170","-","0.95 V ~ 1.05 V","Surface Mount","-40°C ~ 100°C","256-LBGA","256-FTBGA (17x17)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/324-CSPBGA.JPG","122-1886-ND","XC7A100T-1CSG324C","Xilinx Inc.","IC FPGA 210 I/O 324CSBGA",145,0,"187.52000",100,1,"Artix-7","7925","101440","4976640","210","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 85°C","324-LFBGA, CSPBGA","324-CSPBGA (15x15)"
"http://www.xilinx.com/support/documentation/data_sheets/ds162.pdf","http://media.digikey.com/Renders/xilinx%20renders/122; PK081; FG, FGG; 484.jpg","122-1739-ND","XC6SLX75-3FGG484I","Xilinx Inc.","IC FPGA 280 I/O 484FBGA",244,0,"188.04000",100,1,"Spartan® 6 LX","5831","74637","3170304","280","-","1.14 V ~ 1.26 V","Surface Mount","-40°C ~ 100°C","484-BBGA","484-FBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds162.pdf","http://media.digikey.com/Renders/xilinx%20renders/B-676.jpg","122-1740-ND","XC6SLX75-3FGG676I","Xilinx Inc.","IC FPGA 408 I/O 676FBGA",132,0,"192.25000",100,1,"Spartan® 6 LX","5831","74637","3170304","408","-","1.14 V ~ 1.26 V","Surface Mount","-40°C ~ 100°C","676-BGA","676-FBGA (27x27)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/PK053-256.jpg","122-1876-ND","XC7A100T-2FTG256I","Xilinx Inc.","IC FPGA 170 I/O 256FTBGA",108,0,"192.25000",100,1,"Artix-7","7925","101440","4976640","170","-","0.95 V ~ 1.05 V","Surface Mount","-40°C ~ 100°C","256-LBGA","256-FTBGA (17x17)"
"http://www.xilinx.com/support/documentation/data_sheets/ds610.pdf","http://media.digikey.com/Renders/xilinx%20renders/PK223-CS484.jpg","122-1723-ND","XC3SD3400A-4CSG484LI","Xilinx Inc.","IC FPGA 309 I/O 484CSPBGA",29,0,"195.25000",100,1,"Spartan®-3A DSP","5968","53712","2322432","309","3400000","1.14 V ~ 1.26 V","Surface Mount","-40°C ~ 100°C","484-FBGA, CSPBGA","484-CSPBGA (19x19)"
"http://www.xilinx.com/support/documentation/data_sheets/ds182_Kintex_7_Data_Sheet.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/XC7Z030-1FBG484C.jpg","122-1814-ND","XC7K70T-1FBG484C","Xilinx Inc.","IC FPGA 185 I/O 484FCBGA",171,0,"199.96000",100,1,"Kintex-7","5125","65600","4976640","185","-","0.97 V ~ 1.03 V","Surface Mount","0°C ~ 85°C","484-BBGA, FCBGA","484-FCBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds162.pdf","http://media.digikey.com/Renders/xilinx%20renders/PK223-CS484.jpg","122-1758-ND","XC6SLX100-3CSG484C","Xilinx Inc.","IC FPGA 338 I/O 484CSPBGA",305,0,"203.72000",100,1,"Spartan® 6 LX","7911","101261","4939776","338","-","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","484-FBGA, CSPBGA","484-CSPBGA (19x19)"
"http://www.xilinx.com/support/documentation/data_sheets/ds162.pdf","http://media.digikey.com/Renders/xilinx%20renders/122; PK081; FG, FGG; 484.jpg","122-1759-ND","XC6SLX100-3FGG484C","Xilinx Inc.","IC FPGA 326 I/O 484FBGA",59,0,"203.72000",100,1,"Spartan® 6 LX","7911","101261","4939776","326","-","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","484-BBGA","484-FBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/122; PK081; FG, FGG; 484.jpg","122-1885-ND","XC7A100T-1FGG484C","Xilinx Inc.","IC FPGA 285 I/O 484FBGA",72,0,"204.77000",100,1,"Artix-7","7925","101440","4976640","285","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 85°C","484-BBGA","484-FBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds182_Kintex_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/B-676.jpg","122-1813-ND","XC7K70T-1FBG676C","Xilinx Inc.","IC FPGA 200 I/O 676FCBGA",70,0,"205.32000",100,1,"Kintex-7","5125","65600","4976640","200","-","0.97 V ~ 1.03 V","Surface Mount","0°C ~ 85°C","676-BBGA, FCBGA","676-FCBGA (27x27)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/122; PK081; FG, FGG; 484.jpg","122-1921-ND","XC7A75T-2FGG484I","Xilinx Inc.","IC FPGA ARTIX7 484BGA",67,0,"205.32000",100,1,"Artix-7","5900","75520","3870720","285","-","0.95 V ~ 1.05 V","Surface Mount","-40°C ~ 100°C","484-BBGA","484-FBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds162.pdf","http://media.digikey.com/Renders/xilinx%20renders/B-676.jpg","122-1760-ND","XC6SLX100-3FGG676C","Xilinx Inc.","IC FPGA 480 I/O 676FBGA",253,0,"209.05000",100,1,"Spartan® 6 LX","7911","101261","4939776","480","-","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","676-BGA","676-FBGA (27x27)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/122; PK081; FG, FGG; 484.jpg","122-1880-ND","XC7A100T-2FGG484C","Xilinx Inc.","IC FPGA 285 I/O 484FBGA",29,0,"210.92000",100,1,"Artix-7","7925","101440","4976640","285","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 85°C","484-BBGA","484-FBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds162.pdf","http://media.digikey.com/Renders/xilinx%20renders/122; PK081; FG, FGG; 484.jpg","122-1761-ND","XC6SLX100T-3FGG484C","Xilinx Inc.","IC FPGA 296 I/O 484FBGA",60,0,"212.79000",100,1,"Spartan® 6 LXT","7911","101261","4939776","296","-","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","484-BBGA","484-FBGA (23x23)"
"http://www.latticesemi.com/~/media/LatticeSemi/Documents/DataSheets/Lattice/LatticeECP3EAFamilyDataSheet.pdf","http://media.digikey.com/Photos/Lattice%20Semi%20Photos/484FPBGA.jpg","220-1087-ND","LFE3-70EA-7FN484C","Lattice Semiconductor Corporation","IC FPGA 295 I/O 484BGA",67,0,"176.26630",100,1,"ECP3","8375","67000","4526080","295","-","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","484-BBGA","484-FPBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/324-CSPBGA.JPG","122-1881-ND","XC7A100T-2CSG324I","Xilinx Inc.","IC FPGA 210 I/O 324CSBGA",50,0,"222.12000",100,1,"Artix-7","7925","101440","4976640","210","-","0.95 V ~ 1.05 V","Surface Mount","-40°C ~ 100°C","324-LFBGA, CSPBGA","324-CSPBGA (15x15)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/B-676.jpg","122-1883-ND","XC7A100T-1FGG676C","Xilinx Inc.","IC FPGA 300 I/O 676FBGA",27,0,"225.85000",100,1,"Artix-7","7925","101440","4976640","300","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 85°C","676-BGA","676-FBGA (27x27)"
"http://www.xilinx.com/support/documentation/data_sheets/ds162.pdf","http://media.digikey.com/Renders/xilinx%20renders/122; PK081; FG, FGG; 484.jpg","122-1750-ND","XC6SLX150-2FGG484C","Xilinx Inc.","IC FPGA 338 I/O 484FBGA",155,0,"237.05000",100,1,"Spartan® 6 LX","11519","147443","4939776","338","-","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","484-BBGA","484-FBGA (23x23)"
"http://www.latticesemi.com/~/media/LatticeSemi/Documents/DataSheets/Lattice/LatticeECP3EAFamilyDataSheet.pdf","http://media.digikey.com/Photos/Lattice%20Semi%20Photos/484FPBGA.jpg","220-1283-ND","LFE3-70EA-8FN484C","Lattice Semiconductor Corporation","IC FPGA 295 I/O 484BGA",201,0,"193.89280",100,1,"ECP3","8375","67000","4526080","295","-","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","484-BBGA","484-FPBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/122; PK081; FG, FGG; 484.jpg","122-1879-ND","XC7A100T-2FGG484I","Xilinx Inc.","IC FPGA 285 I/O 484FBGA",327,0,"242.65000",100,1,"Artix-7","7925","101440","4976640","285","-","0.95 V ~ 1.05 V","Surface Mount","-40°C ~ 100°C","484-BBGA","484-FBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/324-CSPBGA.JPG","122-1875-ND","XC7A100T-3CSG324E","Xilinx Inc.","IC FPGA 210 I/O 324CSBGA",78,0,"253.85000",100,1,"Artix-7","7925","101440","4976640","210","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 100°C","324-LFBGA, CSPBGA","324-CSPBGA (15x15)"
"http://www.xilinx.com/support/documentation/data_sheets/ds182_Kintex_7_Data_Sheet.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/XC7Z030-1FBG484C.jpg","122-1820-ND","XC7K70T-2FBG484I","Xilinx Inc.","IC FPGA 185 I/O 484FCBGA",96,0,"257.58000",100,1,"Kintex-7","5125","65600","4976640","185","-","0.97 V ~ 1.03 V","Surface Mount","-40°C ~ 100°C","484-BBGA, FCBGA","484-FCBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds162.pdf","http://media.digikey.com/Renders/xilinx%20renders/122; PK081; FG, FGG; 484.jpg","122-1725-ND","XC6SLX150-3FGG484C","Xilinx Inc.","IC FPGA 338 I/O 484FBGA",108,0,"261.31000",100,1,"Spartan® 6 LX","11519","147443","4939776","338","-","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","484-BBGA","484-FBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds162.pdf","http://media.digikey.com/Renders/xilinx%20renders/B-676.jpg","122-1762-ND","XC6SLX100T-3FGG676C","Xilinx Inc.","IC FPGA 376 I/O 676FBGA",37,0,"263.18000",100,1,"Spartan® 6 LXT","7911","101261","4939776","376","-","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","676-BGA","676-FBGA (27x27)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/XC7Z030-1FBG484C.jpg","122-1871-ND","XC7A200T-1FBG484C","Xilinx Inc.","IC FPGA 285 I/O 484FCBGA",128,0,"278.11000",100,1,"Artix-7","16825","215360","13455360","285","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 85°C","484-BBGA, FCBGA","484-FCBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/122; PK081; FG, FGG; 484.jpg","122-1874-ND","XC7A100T-3FGG484E","Xilinx Inc.","IC FPGA 285 I/O 484FBGA",37,0,"278.11000",100,1,"Artix-7","7925","101440","4976640","285","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 100°C","484-BBGA","484-FBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds162.pdf","http://media.digikey.com/Renders/xilinx%20renders/122; PK081; FG, FGG; 484.jpg","122-1766-ND","XC6SLX150T-3FGG484C","Xilinx Inc.","IC FPGA 296 I/O 484FBGA",89,0,"294.91000",100,1,"Spartan® 6 LXT","11519","147443","4939776","296","-","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","484-BBGA","484-FBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds162.pdf","http://media.digikey.com/Renders/xilinx%20renders/PK223-CS484.jpg","122-1792-ND","XC6SLX150T-3CSG484C","Xilinx Inc.","IC FPGA 296 I/O 484CSPBGA",45,0,"294.91000",100,1,"Spartan® 6 LXT","11519","147443","4939776","296","-","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","484-FBGA, CSPBGA","484-CSPBGA (19x19)"
"http://www.xilinx.com/support/documentation/data_sheets/ds182_Kintex_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/B-676.jpg","122-1815-ND","XC7K70T-2FBG676I","Xilinx Inc.","IC FPGA 200 I/O 676FCBGA",44,0,"294.91000",100,1,"Kintex-7","5125","65600","4976640","200","-","0.97 V ~ 1.03 V","Surface Mount","-40°C ~ 100°C","676-BBGA, FCBGA","676-FCBGA (27x27)"
"http://www.xilinx.com/support/documentation/data_sheets/ds162.pdf","http://media.digikey.com/Renders/xilinx%20renders/B-676.jpg","122-1763-ND","XC6SLX150-3FGG676C","Xilinx Inc.","IC FPGA 498 I/O 676FBGA",35,0,"300.51000",100,1,"Spartan® 6 LX","11519","147443","4939776","498","-","1.14 V ~ 1.26 V","Surface Mount","0°C ~ 85°C","676-BGA","676-FBGA (27x27)"
"http://www.xilinx.com/support/documentation/data_sheets/ds182_Kintex_7_Data_Sheet.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/XC7Z030-1FBG484C.jpg","122-1843-ND","XC7K160T-1FBG484C","Xilinx Inc.","IC FPGA 185 I/O 484FCBGA",30,0,"311.71000",100,1,"Kintex-7","12675","162240","11980800","185","-","0.97 V ~ 1.03 V","Surface Mount","0°C ~ 85°C","484-BBGA, FCBGA","484-FCBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/XC7Z030-1FBG484C.jpg","122-1870-ND","XC7A200T-1FBG484I","Xilinx Inc.","IC FPGA 285 I/O 484FCBGA",55,0,"319.18000",100,1,"Artix-7","16825","215360","13455360","285","-","0.95 V ~ 1.05 V","Surface Mount","-40°C ~ 100°C","484-BBGA, FCBGA","484-FCBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/XC7Z030-1FBG484C.jpg","122-1867-ND","XC7A200T-1SBG484C","Xilinx Inc.","IC FPGA 285 I/O 484FCBGA",29,0,"326.64000",100,1,"Artix-7","16825","215360","13455360","285","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 85°C","484-BBGA, FCBGA","484-FCBGA (19x19)"
"http://www.xilinx.com/support/documentation/data_sheets/ds182_Kintex_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/B-676.jpg","122-1817-ND","XC7K70T-3FBG676E","Xilinx Inc.","IC FPGA 200 I/O 676FCBGA",96,0,"354.64000",100,1,"Kintex-7","5125","65600","4976640","200","-","0.97 V ~ 1.03 V","Surface Mount","0°C ~ 100°C","676-BBGA, FCBGA","676-FCBGA (27x27)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/XC7Z030-1FBG484C.jpg","122-1866-ND","XC7A200T-2FBG484I","Xilinx Inc.","IC FPGA 285 I/O 484FCBGA",218,0,"367.71000",100,1,"Artix-7","16825","215360","13455360","285","-","0.95 V ~ 1.05 V","Surface Mount","-40°C ~ 100°C","484-BBGA, FCBGA","484-FCBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds182_Kintex_7_Data_Sheet.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/XC7Z030-1FBG484C.jpg","122-1842-ND","XC7K160T-2FBG484C","Xilinx Inc.","IC FPGA 185 I/O 484FCBGA",149,0,"373.31000",100,1,"Kintex-7","12675","162240","11980800","185","-","0.97 V ~ 1.03 V","Surface Mount","0°C ~ 85°C","484-BBGA, FCBGA","484-FCBGA (23x23)"
"http://www.xilinx.com/support/documentation/data_sheets/ds100.pdf","http://media.digikey.com/photos/Xilinx%20Photos/Xilinx-%201136-FBGA.jpg","122-1558-ND","XC5VLX30-1FFG324C","Xilinx Inc.","IC FPGA 220 I/O 324FBGA",85,0,"373.31000",100,1,"Virtex®-5 LX","2400","30720","1179648","220","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 85°C","324-BBGA, FCBGA","324-FCBGA (19x19)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/B-676.jpg","122-1865-ND","XC7A200T-2FBG676C","Xilinx Inc.","IC FPGA 400 I/O 676FCBGA",242,0,"375.17000",100,1,"Artix-7","16825","215360","13455360","400","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 85°C","676-BBGA, FCBGA","676-FCBGA (27x27)"
"http://www.xilinx.com/support/documentation/data_sheets/ds162.pdf","http://media.digikey.com/Renders/xilinx%20renders/B-676.jpg","122-1726-ND","XC6SLX150T-3FGG676I","Xilinx Inc.","IC FPGA 396 I/O 676FBGA",124,0,"412.50000",100,1,"Spartan® 6 LXT","11519","147443","4939776","396","-","1.14 V ~ 1.26 V","Surface Mount","-40°C ~ 100°C","676-BGA","676-FBGA (27x27)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/1156-FCBGA.JPG","122-1863-ND","XC7A200T-2FFG1156C","Xilinx Inc.","IC FPGA 500 I/O 1156FCBGA",68,0,"421.84000",100,1,"Artix-7","16825","215360","13455360","500","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 85°C","1156-BBGA, FCBGA","1156-FCBGA (35x35)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/B-676.jpg","122-1864-ND","XC7A200T-2FBG676I","Xilinx Inc.","IC FPGA 400 I/O 676FCBGA",113,0,"431.17000",100,1,"Artix-7","16825","215360","13455360","400","-","0.95 V ~ 1.05 V","Surface Mount","-40°C ~ 100°C","676-BBGA, FCBGA","676-FCBGA (27x27)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/XC7Z030-1FBG484C.jpg","122-1861-ND","XC7A200T-2SBG484I","Xilinx Inc.","IC FPGA 285 I/O 484FCBGA",60,0,"431.17000",100,1,"Artix-7","16825","215360","13455360","285","-","0.95 V ~ 1.05 V","Surface Mount","-40°C ~ 100°C","484-BBGA, FCBGA","484-FCBGA (19x19)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Renders/xilinx%20renders/B-676.jpg","122-1859-ND","XC7A200T-3FBG676E","Xilinx Inc.","IC FPGA 400 I/O 676FCBGA",28,0,"496.50000",100,1,"Artix-7","16825","215360","13455360","400","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 100°C","676-BBGA, FCBGA","676-FCBGA (27x27)"
"http://www.xilinx.com/support/documentation/data_sheets/ds182_Kintex_7_Data_Sheet.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/676-FCBGA.JPG","122-1836-ND","XC7K160T-2FFG676C","Xilinx Inc.","IC FPGA 250 I/O 676FCBGA",102,0,"535.70000",100,1,"Kintex-7","12675","162240","11980800","250","-","0.97 V ~ 1.03 V","Surface Mount","0°C ~ 85°C","676-BBGA, FCBGA","676-FCBGA (27x27)"
"http://www.xilinx.com/support/documentation/data_sheets/ds181_Artix_7_Data_Sheet.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/1156-FCBGA.JPG","122-1858-ND","XC7A200T-3FFG1156E","Xilinx Inc.","IC FPGA 500 I/O 1156FCBGA",63,0,"558.09000",100,1,"Artix-7","16825","215360","13455360","500","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 100°C","1156-BBGA, FCBGA","1156-FCBGA (35x35)"
"http://www.xilinx.com/support/documentation/data_sheets/ds100.pdf","http://media.digikey.com/Photos/Xilinx%20Photos/676-FCBGA.JPG","122-1563-ND","XC5VLX50-1FFG676C","Xilinx Inc.","IC FPGA 440 I/O 676FCBGA",60,0,"675.69000",100,1,"Virtex®-5 LX","3600","46080","1769472","440","-","0.95 V ~ 1.05 V","Surface Mount","0°C ~ 85°C","676-BBGA, FCBGA","676-FCBGA (27x27)"
"http://www.latticesemi.com/~/media/LatticeSemi/Documents/DataSheets/iCE/iCE40LPHXFamilyDataSheet.pdf","http://media.digikey.com/Renders/Lattice%20Semi%20Corp%20Renders/32-VFQFN%20Exposed%20Pad.jpg","220-2646-ND","ICE40LP384-SG32","Lattice Semiconductor Corporation","IC FPGA 21 I/O 32QFN",735,0,"1.97940",100,1,"LP","48","384","-","21","-","1.14 V ~ 1.26 V","Surface Mount","-40°C ~ 100°C","32-VFQFN Exposed Pad","32-QFN (5x5)"
"http://www.latticesemi.com/~/media/LatticeSemi/Documents/DataSheets/iCE/iCE40UltraFamilyDataSheet.pdf","http://media.digikey.com/Renders/Lattice%20Semi%20Corp%20Renders/220;36WLCSP-.491-2.1x2.1;SWG;36.jpg","220-1928-2-ND","ICE5LP2K-SWG36ITR50","Lattice Semiconductor Corporation","IC FPGA 26 I/O 36WLCS",200,0,"5.93820",100,50,"ICE40 Ultra™","256","2048","81920","26","-","1.14 V ~ 1.26 V","Surface Mount","-40°C ~ 100°C","36-XFBGA, WLCSP","36-WLCSP (2.1x2.1)"
"http://www.latticesemi.com/~/media/LatticeSemi/Documents/DataSheets/iCE/iCE40UltraFamilyDataSheet.pdf","http://media.digikey.com/Renders/Lattice%20Semi%20Corp%20Renders/220;36WLCSP-.491-2.1x2.1;SWG;36.jpg","220-1928-1-ND","ICE5LP2K-SWG36ITR50","Lattice Semiconductor Corporation","IC FPGA 26 I/O 36WLCS",203,0,"6.40960",100,1,"ICE40 Ultra™","256","2048","81920","26","-","1.14 V ~ 1.26 V","Surface Mount","-40°C ~ 100°C","36-XFBGA, WLCSP","36-WLCSP (2.1x2.1)"
"http://www.latticesemi.com/~/media/LatticeSemi/Documents/DataSheets/iCE/iCE40UltraFamilyDataSheet.pdf","http://media.digikey.com/Renders/Lattice%20Semi%20Corp%20Renders/220;36WLCSP-.491-2.1x2.1;SWG;36.jpg","220-1928-6-ND","ICE5LP2K-SWG36ITR50","Lattice Semiconductor Corporation","IC FPGA 26 I/O 36WLCS",203,0,"Calculate",100,1,"ICE40 Ultra™","256","2048","81920","26","-","1.14 V ~ 1.26 V","Surface Mount","-40°C ~ 100°C","36-XFBGA, WLCSP","36-WLCSP (2.1x2.1)"
"http://www.latticesemi.com/~/media/LatticeSemi/Documents/DataSheets/iCE/iCE40LPHXFamilyDataSheet.pdf","http://media.digikey.com/Photos/Lattice%20Semi%20Photos/ICE40LP1K-CM49TR.jpg","220-1563-ND","ICE40LP1K-CM49","Lattice Semiconductor Corporation","IC FPGA 35 I/O 49CBGA",210,0,"4.99570",100,1,"LP","160","1280","65536","35","-","1.14 V ~ 1.26 V","Surface Mount","-40°C ~ 100°C","49-VFBGA","49-UCBGA (3x3)"
