"Datasheets","Image","Digi-Key Part Number","Manufacturer Part Number","Manufacturer","Description","Quantity Available","Factory Stock","Unit Price (CAD)","@ qty","Minimum Quantity","Packaging","Series","Color","CCT (K)","Flux @ 85°C, Current - Test","Flux @ 25°C, Current - Test","Current - Test","Voltage - Forward (Vf) (Typ)","Lumens/Watt @ Current - Test","CRI (Color Rendering Index)","Current - Max","Viewing Angle","Mounting Type","Package / Case"
"http://optoelectronics.liteon.com/upload/media/light/Datasheet/LTW-5630AZL%20Series%20Data%20Sheet_20140606.pdf","http://media.digikey.com/Photos/Lite%20On%20Photos/LTW-Z.jpg","160-2095-1-ND","LTW-5630AZL50","Lite-On Inc.","LED AZL COOL WHITE 5000K 4SMD",11664,0,"0.53200",25,1,"Cut Tape (CT)","AZL","White, Cool","5000K","-","55 lm (46 lm ~ 64 lm)","120mA","3.13V","146 lm/W","80","200mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://optoelectronics.liteon.com/upload/media/light/Datasheet/LTW-5630AZL%20Series%20Data%20Sheet_20140606.pdf","http://media.digikey.com/Photos/Lite%20On%20Photos/LTW-Z.jpg","160-2095-6-ND","LTW-5630AZL50","Lite-On Inc.","LED AZL COOL WHITE 5000K 4SMD",11664,0,"Calculate",25,1,"Digi-Reel®","AZL","White, Cool","5000K","-","55 lm (46 lm ~ 64 lm)","120mA","3.13V","146 lm/W","80","200mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://optoelectronics.liteon.com/upload/media/light/Datasheet/LTW-5630AZL%20Series%20Data%20Sheet_20140606.pdf","http://media.digikey.com/Photos/Lite%20On%20Photos/LTW-Z.jpg","160-2092-1-ND","LTW-5630AZL30","Lite-On Inc.","LED AZL WARM WHITE 3000K 4SMD",4502,0,"0.53200",25,1,"Cut Tape (CT)","AZL","White, Warm","3000K","-","52 lm (43 lm ~ 61 lm)","120mA","3.13V","138 lm/W","80","200mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://optoelectronics.liteon.com/upload/media/light/Datasheet/LTW-5630AZL%20Series%20Data%20Sheet_20140606.pdf","http://media.digikey.com/Photos/Lite%20On%20Photos/LTW-Z.jpg","160-2092-6-ND","LTW-5630AZL30","Lite-On Inc.","LED AZL WARM WHITE 3000K 4SMD",4502,0,"Calculate",25,1,"Digi-Reel®","AZL","White, Warm","3000K","-","52 lm (43 lm ~ 61 lm)","120mA","3.13V","138 lm/W","80","200mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.luminus.com/products/Luminus_MP3030_Datasheet.pdf","http://media.digikey.com/Photos/Luminus%20Devices%20Photo/Xnova%203030%20SERIES.jpg","1214-1221-1-ND","MP-3030-2200-50-70","Luminus Devices Inc.","LED XNOVA COOL WHITE 5000K 1212",13810,0,"0.47720",25,1,"Cut Tape (CT)","MP-3030","White, Cool","5000K (Typ)","-","122 lm (Typ)","150mA","6V","136 lm/W","70","240mA","110°","Surface Mount","1212 (3030 Metric)"
"http://www.luminus.com/products/Luminus_MP3030_Datasheet.pdf","http://media.digikey.com/Photos/Luminus%20Devices%20Photo/Xnova%203030%20SERIES.jpg","1214-1221-6-ND","MP-3030-2200-50-70","Luminus Devices Inc.","LED XNOVA COOL WHITE 5000K 1212",13810,0,"Calculate",25,1,"Digi-Reel®","MP-3030","White, Cool","5000K (Typ)","-","122 lm (Typ)","150mA","6V","136 lm/W","70","240mA","110°","Surface Mount","1212 (3030 Metric)"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201504/Data_Sheet_LM561B_Rev.8.0.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1027-1-ND","SPMWHT541MD5WAVMS3","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 3000K 4SMD",45797,0,"0.45160",25,1,"Cut Tape (CT)","LM561B","White, Warm","3000K","-","30 lm (29 lm ~ 31 lm)","65mA","2.95V","156 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201504/Data_Sheet_LM561B_Rev.8.0.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1027-6-ND","SPMWHT541MD5WAVMS3","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 3000K 4SMD",45797,0,"Calculate",25,1,"Digi-Reel®","LM561B","White, Warm","3000K","-","30 lm (29 lm ~ 31 lm)","65mA","2.95V","156 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201504/Data_Sheet_LM561B_Rev.8.0.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1029-1-ND","SPMWHT541MD5WAUMS3","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 3500K 4SMD",36388,0,"0.45160",25,1,"Cut Tape (CT)","LM561B","White, Warm","3500K","-","30 lm (29 lm ~ 31 lm)","65mA","2.95V","156 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201504/Data_Sheet_LM561B_Rev.8.0.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1029-6-ND","SPMWHT541MD5WAUMS3","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 3500K 4SMD",36388,0,"Calculate",25,1,"Digi-Reel®","LM561B","White, Warm","3500K","-","30 lm (29 lm ~ 31 lm)","65mA","2.95V","156 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201504/Data_Sheet_LM561B_Rev.8.0.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1031-1-ND","SPMWHT541MD5WATMS3","Samsung Semiconductor, Inc.","LED LM561B NEU WHITE 4000K 4SMD",4610,0,"0.45160",25,1,"Cut Tape (CT)","LM561B","White, Neutral","4000K","-","31 lm (30 lm ~ 32 lm)","65mA","2.95V","162 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201504/Data_Sheet_LM561B_Rev.8.0.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1031-6-ND","SPMWHT541MD5WATMS3","Samsung Semiconductor, Inc.","LED LM561B NEU WHITE 4000K 4SMD",4610,0,"Calculate",25,1,"Digi-Reel®","LM561B","White, Neutral","4000K","-","31 lm (30 lm ~ 32 lm)","65mA","2.95V","162 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTW-Z5630SZL65_VerA.pdf","http://media.digikey.com/Photos/Lite%20On%20Photos/LTW-Z.jpg","160-2063-1-ND","LTW-Z5630SZL65","Lite-On Inc.","LED COOL WHITE 6500K 80CRI 4SMD",2226,0,"0.47200",25,1,"Cut Tape (CT)","-","White, Cool","6500K","-","41 lm (33 lm ~ 50 lm)","120mA","3.2V","107 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTW-Z5630SZL65_VerA.pdf","http://media.digikey.com/Photos/Lite%20On%20Photos/LTW-Z.jpg","160-2063-6-ND","LTW-Z5630SZL65","Lite-On Inc.","LED COOL WHITE 6500K 80CRI 4SMD",2226,0,"Calculate",25,1,"Digi-Reel®","-","White, Cool","6500K","-","41 lm (33 lm ~ 50 lm)","120mA","3.2V","107 lm/W","80","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201402/Data_Sheet_LM561B_High_CRI_Rev.001.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1034-1-ND","SPMWHT541MD7WAW0S0","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 2700K 4SMD",153022,0,"0.48800",25,1,"Cut Tape (CT)","LM561B","White, Warm","2700K","-","23 lm (20 lm ~ 26 lm)","65mA","2.95V","120 lm/W","90","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201402/Data_Sheet_LM561B_High_CRI_Rev.001.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1034-6-ND","SPMWHT541MD7WAW0S0","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 2700K 4SMD",153022,0,"Calculate",25,1,"Digi-Reel®","LM561B","White, Warm","2700K","-","23 lm (20 lm ~ 26 lm)","65mA","2.95V","120 lm/W","90","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201402/Data_Sheet_LM561B_High_CRI_Rev.001.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1035-1-ND","SPMWHT541MD7WAWMS0","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 2700K 4SMD",8521,0,"0.43360",25,1,"Cut Tape (CT)","LM561B","White, Warm","2700K","-","23 lm (20 lm ~ 26 lm)","65mA","2.95V","120 lm/W","90","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.samsung.com/global/business/business-images/led/file/product/lighting/201402/Data_Sheet_LM561B_High_CRI_Rev.001.pdf","http://media.digikey.com/Photos/Samsung%20Photos/SPMWHT541MD5WAxxxx.jpg","1510-1035-6-ND","SPMWHT541MD7WAWMS0","Samsung Semiconductor, Inc.","LED LM561B WARM WHITE 2700K 4SMD",8521,0,"Calculate",25,1,"Digi-Reel®","LM561B","White, Warm","2700K","-","23 lm (20 lm ~ 26 lm)","65mA","2.95V","120 lm/W","90","150mA","120°","Surface Mount","4-SMD, Flat Lead Exposed Pad"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1208-1-ND","L130-6580002011001","Lumileds","LED LUXEON COOL WHITE 6500K 2SMD",27753,0,"0.47240",25,1,"Cut Tape (CT)","LUXEON 3020","White, Cool","6500K","-","49 lm (Typ)","120mA","3.05V","134 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1208-6-ND","L130-6580002011001","Lumileds","LED LUXEON COOL WHITE 6500K 2SMD",27753,0,"Calculate",25,1,"Digi-Reel®","LUXEON 3020","White, Cool","6500K","-","49 lm (Typ)","120mA","3.05V","134 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1336-1-ND","L130-3580002011001","Lumileds","LED LUXEON WARM WHITE 3500K 2SMD",26210,0,"0.47240",25,1,"Cut Tape (CT)","LUXEON 3020","White, Warm","3500K","-","47 lm (Typ)","120mA","3.05V","128 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1336-6-ND","L130-3580002011001","Lumileds","LED LUXEON WARM WHITE 3500K 2SMD",26210,0,"Calculate",25,1,"Digi-Reel®","LUXEON 3020","White, Warm","3500K","-","47 lm (Typ)","120mA","3.05V","128 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1204-1-ND","L130-2780002011001","Lumileds","LED LUXEON WARM WHITE 2700K 2SMD",12205,0,"0.47240",25,1,"Cut Tape (CT)","LUXEON 3020","White, Warm","2700K","-","45 lm (Typ)","120mA","3.05V","123 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1204-6-ND","L130-2780002011001","Lumileds","LED LUXEON WARM WHITE 2700K 2SMD",12205,0,"Calculate",25,1,"Digi-Reel®","LUXEON 3020","White, Warm","2700K","-","45 lm (Typ)","120mA","3.05V","123 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1207-1-ND","L130-5080002011001","Lumileds","LED LUXEON COOL WHITE 5000K 2SMD",12218,0,"0.47240",25,1,"Cut Tape (CT)","LUXEON 3020","White, Cool","5000K","-","49 lm (Typ)","120mA","3.05V","134 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1207-6-ND","L130-5080002011001","Lumileds","LED LUXEON COOL WHITE 5000K 2SMD",12218,0,"Calculate",25,1,"Digi-Reel®","LUXEON 3020","White, Cool","5000K","-","49 lm (Typ)","120mA","3.05V","134 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1206-1-ND","L130-4080002011001","Lumileds","LED LUXEON NEU WHITE 4000K 2SMD",5000,0,"0.47240",25,1,"Cut Tape (CT)","LUXEON 3020","White, Neutral","4000K","-","49 lm (Typ)","120mA","3.05V","134 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/461/DS209-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON-3020.jpg","1416-1206-6-ND","L130-4080002011001","Lumileds","LED LUXEON NEU WHITE 4000K 2SMD",5000,0,"Calculate",25,1,"Digi-Reel®","LUXEON 3020","White, Neutral","4000K","-","49 lm (Typ)","120mA","3.05V","134 lm/W","80","240mA","-","Surface Mount","1208 (3020 Metric)"
"http://www.lumileds.com/uploads/402/DS203-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/MXA8-PW27-0000.JPG","1416-1096-1-ND","MXA8-PW50-0000","Lumileds","LED LUXEON COOL WHITE 5000K 2SMD",27345,0,"0.43840",25,1,"Cut Tape (CT)","LUXEON 3535L","White, Cool","5000K","-","42 lm (Typ)","100mA","3.05V","138 lm/W","80","200mA","115°","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/402/DS203-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/MXA8-PW27-0000.JPG","1416-1096-6-ND","MXA8-PW50-0000","Lumileds","LED LUXEON COOL WHITE 5000K 2SMD",27345,0,"Calculate",25,1,"Digi-Reel®","LUXEON 3535L","White, Cool","5000K","-","42 lm (Typ)","100mA","3.05V","138 lm/W","80","200mA","115°","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/402/DS203-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/MXA8-PW27-0000.JPG","1416-1097-1-ND","MXA8-PW57-0000","Lumileds","LED LUXEON COOL WHITE 5700K 2SMD",26889,0,"0.43840",25,1,"Cut Tape (CT)","LUXEON 3535L","White, Cool","5700K","-","42 lm (Typ)","100mA","3.05V","138 lm/W","80","200mA","115°","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/402/DS203-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/MXA8-PW27-0000.JPG","1416-1097-6-ND","MXA8-PW57-0000","Lumileds","LED LUXEON COOL WHITE 5700K 2SMD",26889,0,"Calculate",25,1,"Digi-Reel®","LUXEON 3535L","White, Cool","5700K","-","42 lm (Typ)","100mA","3.05V","138 lm/W","80","200mA","115°","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/402/DS203-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/MXA8-PW27-0000.JPG","1416-1098-1-ND","MXA8-PW65-0000","Lumileds","LED LUXEON COOL WHITE 6500K 2SMD",22209,0,"0.43840",25,1,"Cut Tape (CT)","LUXEON 3535L","White, Cool","6500K","-","41 lm (Typ)","100mA","3.05V","134 lm/W","80","200mA","115°","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/402/DS203-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/MXA8-PW27-0000.JPG","1416-1098-6-ND","MXA8-PW65-0000","Lumileds","LED LUXEON COOL WHITE 6500K 2SMD",22209,0,"Calculate",25,1,"Digi-Reel®","LUXEON 3535L","White, Cool","6500K","-","41 lm (Typ)","100mA","3.05V","134 lm/W","80","200mA","115°","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/402/DS203-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/MXA8-PW27-0000.JPG","1416-1095-1-ND","MXA8-PW40-0000","Lumileds","LED LUXEON NEU WHITE 4000K 2SMD",10345,0,"0.43840",25,1,"Cut Tape (CT)","LUXEON 3535L","White, Neutral","4000K","-","42 lm (Typ)","100mA","3.05V","138 lm/W","80","200mA","115°","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/402/DS203-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/MXA8-PW27-0000.JPG","1416-1095-6-ND","MXA8-PW40-0000","Lumileds","LED LUXEON NEU WHITE 4000K 2SMD",10345,0,"Calculate",25,1,"Digi-Reel®","LUXEON 3535L","White, Neutral","4000K","-","42 lm (Typ)","100mA","3.05V","138 lm/W","80","200mA","115°","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/402/DS203-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/MXA8-PW27-0000.JPG","1416-1507-1-ND","MXA7-PW57-H001","Lumileds","LED LUXEON COOL WHITE 5700K 2SMD",5186,0,"0.48600",25,1,"Cut Tape (CT)","LUXEON 3535L","White, Cool","5700K","-","54 lm (Typ)","100mA","2.9V","186 lm/W","70","300mA","115°","Surface Mount","2-SMD, Flat Lead"
"http://www.lumileds.com/uploads/402/DS203-pdf","http://media.digikey.com/Photos/Philips%20Lumileds%20Photos/MXA8-PW27-0000.JPG","1416-1507-6-ND","MXA7-PW57-H001","Lumileds","LED LUXEON COOL WHITE 5700K 2SMD",5186,0,"Calculate",25,1,"Digi-Reel®","LUXEON 3535L","White, Cool","5700K","-","54 lm (Typ)","100mA","2.9V","186 lm/W","70","300mA","115°","Surface Mount","2-SMD, Flat Lead"
"http://katalog.we-online.de/led/datasheet/158301240.pdf","http://media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WL-SWTP%20Series.jpg","732-5660-1-ND","158301240","Wurth Electronics Inc","LED WL-SWTP NEU WHITE 4000K 1206",4120,0,"0.61000",25,1,"Cut Tape (CT)","WL-SWTP","White, Neutral","4000K","-","7.5 lm (Typ)","20mA","3V","125 lm/W","85 (Typ)","40mA","120°","Surface Mount","1206 (3016 Metric)"
"http://katalog.we-online.de/led/datasheet/158301240.pdf","http://media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WL-SWTP%20Series.jpg","732-5660-6-ND","158301240","Wurth Electronics Inc","LED WL-SWTP NEU WHITE 4000K 1206",4120,0,"Calculate",25,1,"Digi-Reel®","WL-SWTP","White, Neutral","4000K","-","7.5 lm (Typ)","20mA","3V","125 lm/W","85 (Typ)","40mA","120°","Surface Mount","1206 (3016 Metric)"
"http://katalog.we-online.de/led/datasheet/158301227.pdf","http://media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WL-SWTP%20Series.jpg","732-5658-1-ND","158301227","Wurth Electronics Inc","LED WL-SWTP WARM WHT 2700K 1206",2627,0,"0.61000",25,1,"Cut Tape (CT)","WL-SWTP","White, Warm","2700K","-","7 lm (Typ)","20mA","3V","117 lm/W","85 (Typ)","40mA","120°","Surface Mount","2-SMD, Flat Lead"
"http://katalog.we-online.de/led/datasheet/158301227.pdf","http://media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WL-SWTP%20Series.jpg","732-5658-6-ND","158301227","Wurth Electronics Inc","LED WL-SWTP WARM WHT 2700K 1206",2627,0,"Calculate",25,1,"Digi-Reel®","WL-SWTP","White, Warm","2700K","-","7 lm (Typ)","20mA","3V","117 lm/W","85 (Typ)","40mA","120°","Surface Mount","2-SMD, Flat Lead"
"http://katalog.we-online.de/led/datasheet/158301230.pdf","http://media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WL-SWTP%20Series.jpg","732-5659-1-ND","158301230","Wurth Electronics Inc","LED WL-SWTP WARM WHT 3000K 1206",2004,0,"0.61000",25,1,"Cut Tape (CT)","WL-SWTP","White, Warm","3000K","-","7 lm (Typ)","20mA","3V","117 lm/W","85 (Typ)","40mA","120°","Surface Mount","1206 (3016 Metric)"
"http://katalog.we-online.de/led/datasheet/158301230.pdf","http://media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WL-SWTP%20Series.jpg","732-5659-6-ND","158301230","Wurth Electronics Inc","LED WL-SWTP WARM WHT 3000K 1206",2004,0,"Calculate",25,1,"Digi-Reel®","WL-SWTP","White, Warm","3000K","-","7 lm (Typ)","20mA","3V","117 lm/W","85 (Typ)","40mA","120°","Surface Mount","1206 (3016 Metric)"
"http://katalog.we-online.de/led/datasheet/158301260.pdf","http://media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WL-SWTP%20Series.jpg","732-5662-1-ND","158301260","Wurth Electronics Inc","LED WL-SWTP COOL WHT 6000K 1206",2462,0,"0.61000",25,1,"Cut Tape (CT)","WL-SWTP","White, Cool","6000K","-","8 lm (Typ)","20mA","3V","133 lm/W","85 (Typ)","40mA","120°","Surface Mount","1206 (3016 Metric)"
"http://katalog.we-online.de/led/datasheet/158301260.pdf","http://media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WL-SWTP%20Series.jpg","732-5662-6-ND","158301260","Wurth Electronics Inc","LED WL-SWTP COOL WHT 6000K 1206",2462,0,"Calculate",25,1,"Digi-Reel®","WL-SWTP","White, Cool","6000K","-","8 lm (Typ)","20mA","3V","133 lm/W","85 (Typ)","40mA","120°","Surface Mount","1206 (3016 Metric)"
"http://www.lumileds.com/uploads/458/DS207-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON30302D.jpg","1416-1210-1-ND","L130-3080003000W21","Lumileds","LED LUXEON WARM WHITE 3000K 2SMD",7974,0,"0.53880",25,1,"Cut Tape (CT)","LUXEON 3030 2D","White, Warm","3000K","-","90 lm (Typ)","120mA","6.1V","123 lm/W","80","240mA","-","Surface Mount","2-SMD, No Lead"
"http://www.lumileds.com/uploads/458/DS207-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON30302D.jpg","1416-1210-6-ND","L130-3080003000W21","Lumileds","LED LUXEON WARM WHITE 3000K 2SMD",7974,0,"Calculate",25,1,"Digi-Reel®","LUXEON 3030 2D","White, Warm","3000K","-","90 lm (Typ)","120mA","6.1V","123 lm/W","80","240mA","-","Surface Mount","2-SMD, No Lead"
"http://www.lumileds.com/uploads/458/DS207-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON30302D.jpg","1416-1212-1-ND","L130-4080003000W21","Lumileds","LED LUXEON NEU WHITE 4000K 2SMD",7827,0,"0.53880",25,1,"Cut Tape (CT)","LUXEON 3030 2D","White, Neutral","4000K","-","95 lm (Typ)","120mA","6.1V","130 lm/W","80","240mA","-","Surface Mount","2-SMD, No Lead"
"http://www.lumileds.com/uploads/458/DS207-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON30302D.jpg","1416-1212-6-ND","L130-4080003000W21","Lumileds","LED LUXEON NEU WHITE 4000K 2SMD",7827,0,"Calculate",25,1,"Digi-Reel®","LUXEON 3030 2D","White, Neutral","4000K","-","95 lm (Typ)","120mA","6.1V","130 lm/W","80","240mA","-","Surface Mount","2-SMD, No Lead"
"http://www.lumileds.com/uploads/458/DS207-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON30302D.jpg","1416-1214-1-ND","L130-5780003000W21","Lumileds","LED LUXEON COOL WHITE 5700K 2SMD",7602,0,"0.53880",25,1,"Cut Tape (CT)","LUXEON 3030 2D","White, Cool","5700K","-","97 lm (Typ)","120mA","6.1V","133 lm/W","80","240mA","-","Surface Mount","2-SMD, No Lead"
"http://www.lumileds.com/uploads/458/DS207-pdf","http://media.digikey.com/Photos/Lumileds/MFG_LUXEON30302D.jpg","1416-1214-6-ND","L130-5780003000W21","Lumileds","LED LUXEON COOL WHITE 5700K 2SMD",7602,0,"Calculate",25,1,"Digi-Reel®","LUXEON 3030 2D","White, Cool","5700K","-","97 lm (Typ)","120mA","6.1V","133 lm/W","80","240mA","-","Surface Mount","2-SMD, No Lead"
"http://www.seoulsemicon.com/_upload/Goods_Spec/STW8Q14C_datasheet(5).pdf","http://media.digikey.com/Photos/Seoul%20Semi/Acrich-Series-LED-SMD-COOL-WHITE.jpg","897-1191-1-ND","STW8Q14C-V5W5-EA","Seoul Semiconductor Inc.","LED ACRICH NEU WHITE 4000K 2211",11184,0,"0.62400",25,1,"Cut Tape (CT)","Acrich","White, Neutral","4000K (3700K ~ 4200K)","-","41 lm (38 lm ~ 44 lm)","100mA","3.1V","132 lm/W","80","160mA","120°","Surface Mount","2211 (5630 Metric)"
"http://www.seoulsemicon.com/_upload/Goods_Spec/STW8Q14C_datasheet(5).pdf","http://media.digikey.com/Photos/Seoul%20Semi/Acrich-Series-LED-SMD-COOL-WHITE.jpg","897-1191-6-ND","STW8Q14C-V5W5-EA","Seoul Semiconductor Inc.","LED ACRICH NEU WHITE 4000K 2211",11184,0,"Calculate",25,1,"Digi-Reel®","Acrich","White, Neutral","4000K (3700K ~ 4200K)","-","41 lm (38 lm ~ 44 lm)","100mA","3.1V","132 lm/W","80","160mA","120°","Surface Mount","2211 (5630 Metric)"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/HB/Data%20Sheets/CLA1BWKWMKW.pdf","http://media.digikey.com/Renders/Cree%20Renders/CLA1B-WKW.jpg","CLA1B-WKW-XD0F0E23CT-ND","CLA1B-WKW-XD0F0E23","Cree Inc.","LED CLA1B COOL WHT 75CRI 4PLCC",2742,0,"0.43000",25,1,"Cut Tape (CT)","CLA1B-WKW/MKW","White, Cool","-","-","10 lm (6 lm ~ 14 lm)","30mA","3.2V","105 lm/W","75","80mA","120°","Surface Mount","4-PLCC"
"http://www.cree.com/~/media/Files/Cree/LED%20Components%20and%20Modules/HB/Data%20Sheets/CLA1BWKWMKW.pdf","http://media.digikey.com/Renders/Cree%20Renders/CLA1B-WKW.jpg","CLA1B-WKW-XD0F0E23DKR-ND","CLA1B-WKW-XD0F0E23","Cree Inc.","LED CLA1B COOL WHT 75CRI 4PLCC",2742,0,"Calculate",25,1,"Digi-Reel®","CLA1B-WKW/MKW","White, Cool","-","-","10 lm (6 lm ~ 14 lm)","30mA","3.2V","105 lm/W","75","80mA","120°","Surface Mount","4-PLCC"
